actor,changed_action_prior_rank,episode_id,events_tail,hand,iteration,last_discard,legal_actions,pilot_config_id,rule_prior_top1,step_id,student_top1
2,3,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=11|consumed=|from=-1|flags=0 | 0|tile=4|consumed=|from=-1|flags=0 | 0|tile=13|consumed=|from=-1|flags=0 | 0|tile=14|consumed=|from=-1|flags=0 | 0|tile=15|consumed=|from=-1|flags=0 | 0|tile=8|consumed=|from=-1|flags=0 | 0|tile=17|consumed=|from=-1|flags=1 | 0|tile=27|consumed=|from=-1|flags=0 | 0|tile=31|consumed=|from=-1|flags=0,0,0|tile=31|consumed=|from=-1|flags=0,67,0|tile=4|consumed=|from=-1|flags=0
1,3,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=2|consumed=|from=-1|flags=0 | 0|tile=11|consumed=|from=-1|flags=1 | 0|tile=3|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=0 | 0|tile=28|consumed=|from=-1|flags=0,0,0|tile=28|consumed=|from=-1|flags=0,142,0|tile=11|consumed=|from=-1|flags=1
0,3,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=5|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=24|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=32|consumed=|from=-1|flags=0,0,0|tile=6|consumed=|from=-1|flags=0,152,0|tile=24|consumed=|from=-1|flags=0
1,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=11|consumed=|from=-1|flags=0 | 0|tile=20|consumed=|from=-1|flags=1 | 0|tile=3|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=0 | 0|tile=28|consumed=|from=-1|flags=0,0,0|tile=28|consumed=|from=-1|flags=0,156,0|tile=11|consumed=|from=-1|flags=0
0,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=2|consumed=|from=-1|flags=1 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=32|consumed=|from=-1|flags=0,0,0|tile=6|consumed=|from=-1|flags=0,168,0|tile=2|consumed=|from=-1|flags=1
2,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=3|consumed=|from=-1|flags=1 | 0|tile=4|consumed=|from=-1|flags=0 | 0|tile=13|consumed=|from=-1|flags=0 | 0|tile=22|consumed=|from=-1|flags=0 | 0|tile=14|consumed=|from=-1|flags=0 | 0|tile=15|consumed=|from=-1|flags=0,0,0|tile=22|consumed=|from=-1|flags=0,174,0|tile=3|consumed=|from=-1|flags=1
0,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=22|consumed=|from=-1|flags=1 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=0 | 0|tile=32|consumed=|from=-1|flags=0,0,0|tile=22|consumed=|from=-1|flags=1,214,0|tile=5|consumed=|from=-1|flags=0
1,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=20|consumed=|from=-1|flags=0 | 0|tile=3|consumed=|from=-1|flags=0 | 0|tile=12|consumed=|from=-1|flags=0 | 0|tile=21|consumed=|from=-1|flags=1 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=0,0,0|tile=12|consumed=|from=-1|flags=0,218,0|tile=20|consumed=|from=-1|flags=0
1,2,21551dc5,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=3|consumed=|from=-1|flags=0 | 0|tile=21|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=1,0,0|tile=21|consumed=|from=-1|flags=0,250,0|tile=3|consumed=|from=-1|flags=0
2,2,9a8250f7,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=9|consumed=|from=-1|flags=0 | 0|tile=11|consumed=|from=-1|flags=0 | 0|tile=20|consumed=|from=-1|flags=0 | 0|tile=21|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=14|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=16|consumed=|from=-1|flags=0 | 0|tile=8|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=0 | 0|tile=27|consumed=|from=-1|flags=1,0,0|tile=5|consumed=|from=-1|flags=0,24,0|tile=9|consumed=|from=-1|flags=0
3,3,9a8250f7,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=18|consumed=|from=-1|flags=0 | 0|tile=10|consumed=|from=-1|flags=1 | 0|tile=20|consumed=|from=-1|flags=0 | 0|tile=3|consumed=|from=-1|flags=0 | 0|tile=4|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=14|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=15|consumed=|from=-1|flags=0 | 0|tile=17|consumed=|from=-1|flags=0 | 0|tile=30|consumed=|from=-1|flags=0 | 0|tile=31|consumed=|from=-1|flags=0,0,0|tile=30|consumed=|from=-1|flags=0,60,0|tile=10|consumed=|from=-1|flags=1
1,2,9a8250f7,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=0|consumed=|from=-1|flags=0 | 0|tile=2|consumed=|from=-1|flags=1 | 0|tile=4|consumed=|from=-1|flags=0 | 0|tile=13|consumed=|from=-1|flags=0 | 0|tile=13|consumed=|from=-1|flags=0 | 0|tile=22|consumed=|from=-1|flags=0 | 0|tile=23|consumed=|from=-1|flags=0 | 0|tile=15|consumed=|from=-1|flags=0 | 0|tile=24|consumed=|from=-1|flags=0 | 0|tile=16|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=8|consumed=|from=-1|flags=0 | 0|tile=17|consumed=|from=-1|flags=0,0,0|tile=22|consumed=|from=-1|flags=0,68,0|tile=0|consumed=|from=-1|flags=0
0,2,9a8250f7,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=0|consumed=|from=-1|flags=0 | 0|tile=2|consumed=|from=-1|flags=0 | 0|tile=20|consumed=|from=-1|flags=0 | 0|tile=13|consumed=|from=-1|flags=0 | 0|tile=22|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=23|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=1 | 0|tile=30|consumed=|from=-1|flags=0 | 0|tile=28|consumed=|from=-1|flags=0,0,0|tile=13|consumed=|from=-1|flags=0,96,0|tile=0|consumed=|from=-1|flags=0
0,2,9a8250f7,unavailable_in_rollout_step,unavailable_in_rollout_step,3,unavailable_in_rollout_step,0|tile=0|consumed=|from=-1|flags=0 | 0|tile=20|consumed=|from=-1|flags=0 | 0|tile=22|consumed=|from=-1|flags=0 | 0|tile=5|consumed=|from=-1|flags=0 | 0|tile=23|consumed=|from=-1|flags=0 | 0|tile=6|consumed=|from=-1|flags=0 | 0|tile=15|consumed=|from=-1|flags=0 | 0|tile=7|consumed=|from=-1|flags=0 | 0|tile=25|consumed=|from=-1|flags=0 | 0|tile=26|consumed=|from=-1|flags=1 | 0|tile=30|consumed=|from=-1|flags=0 | 0|tile=28|consumed=|from=-1|flags=0,0,0|tile=30|consumed=|from=-1|flags=0,139,0|tile=0|consumed=|from=-1|flags=0
